기준년도,시군명,읍면동명,관리번호,설치장소명,소재지도로명주소,소재지지번주소,설치일자,높이(m),펼침지름(m),원단,위도,경도,당해년도운영시작일자,당해년도운영종료일자,관리기관명,관리기관전화번호,데이터기준일자
,수원시,금곡동,권선-83,칠보마을 6단지 정문(북측),,경기도 수원시 권선구 금곡동 1100-1,2019-07-19,,,,37.2699359,126.9387948,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,망포1동,영통-39,소문리사거리(SK뷰아파트 쪽),경기도 수원시 영통구 영통로200번길 112,경기도 수원시 영통구 망포동 725번지 영통 SK VIEW,2018-05-01,,,,37.2415819,127.0610884,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-43,태장사거리(도미노피자 쪽),경기도 수원시 영통구 영통로112번길 30,경기도 수원시 영통구 망포동 540-5번지,2018-09-01,,,,37.2392911,127.0562431,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-61,영통구영통로118델타빌딩주차장앞,경기도 수원시 영통구 영통로 118,경기도 수원시 영통구 망포동 559-5번지,2019-07-19,,,,37.2381556,127.0573166,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-62,소문리사거리(망포동 417-4 쪽),,경기도 수원시 영통구 망포동 417-4,2019-07-19,,,,37.2413373,127.0606754,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-63,망포지하차도사거리(교통섬)(봉영로/영통로교차로),,경기도 수원시 영통구 망포동 576-1,2019-07-19,,,,37.236824,127.059881,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-102,대선초등학교 주변(영통마젤란212단지 1103동 앞),경기도 수원시 영통구 봉영로 1432-19,경기도 수원시 영통구 망포동 710번지,2019-07-19,,,,37.241378,127.063397,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-110,태안농협 망포지점 앞,경기도 수원시 영통구 영통로90번길 7,경기도 수원시 영통구 망포동 530-2번지,2019-07-19,,,,37.237254,127.059517,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,서둔동,권선-69,하구운사거리(롯데리아 앞),경기도 수원시 권선구 탑동로 68,경기도 수원시 권선구 탑동 757-1번지,2019-07-19,,,,37.2750339,126.9737678,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,서둔동,권선-70,하구운사거리(새마을금고 앞),경기도 수원시 권선구 금호로 214,경기도 수원시 권선구 탑동 749-1번지,2019-07-19,,,,37.2749555,126.9734646,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,서둔동,권선-112,탑동중앙사거리 북서방향,,경기도 수원시 권선구 탑동 892,2021-06-17,,,,37.2690021,126.9752378,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,서둔동,권선-127,삼거리 수원역한라비발디 방향,,경기도 수원시 권선구 서둔동 323-6,2021-08-05,,,,37.264418,126.9948017,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,서둔동,권선-128,삼거리 롯데마트방향,,경기도 수원시 권선구 서둔동 382,2021-08-05,,,,37.2639227,126.995252,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-26,구운오거리(서쪽),경기도 수원시 권선구 구운로86번길 3,경기도 수원시 권선구 구운동 476번지,2018-06-01,,,,37.2815913,126.973015,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-27,구운오거리(남서쪽),경기도 수원시 권선구 구운로86번길 3,경기도 수원시 권선구 구운동 476번지,2018-06-01,,,,37.2812658,126.9730046,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-52,구운사거리(교통섬),,경기도 수원시 권선구 구운동 215-1,2019-07-19,,,,37.2837045,126.9696139,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-53,구운오거리(남쪽),경기도 수원시 권선구 구운로86번길 3,경기도 수원시 권선구 구운동 476번지,2019-07-19,,,,37.2813288,126.9734497,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-67,웃거리사거리(용접학원 앞),,경기도 수원시 권선구 구운동 506-9,2019-07-19,,,,37.277378,126.9779477,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-68,웃거리사거리(KT서수원지점 앞),경기도 수원시 권선구 수인로 210,경기도 수원시 권선구 구운동 467번지,2019-07-19,,,,37.2777266,126.9782038,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-115,탐동사거리 북동방향,,경기도 수원시 권선구 탑동 116-2,2021-06-17,,,,37.2742213,126.9694241,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,구운동,권선-129,일월초등학교 정문,,경기도 수원시 권선구 구운동 894,2021-08-05,,,,37.2837456,126.9748632,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-04,금곡동 중심상가(스타벅스 앞),경기도 수원시 권선구 금곡로 100,경기도 수원시 권선구 금곡동 1082번지,2018-09-01,,,,37.2743897,126.9414307,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-06,칠보고등학교 앞 사거리(북서쪽),경기도 수원시 권선구 금곡로 127,경기도 수원시 권선구 금곡동 1073번지,2018-06-01,,,,37.2742235,126.9455193,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-07,칠보고등학교 앞 사거리(남서쪽),경기도 수원시 권선구 금곡로 126,경기도 수원시 권선구 금곡동 1093번지,2018-06-01,,,,37.2737523,126.945491,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-09,칠보고등학교 앞 사거리(북동쪽),"경기도 수원시 권선구 금곡로 137   (금곡동, 수원호매실휴먼시아4단지아파트)",경기도 수원시 권선구 금곡동 1072번지 수원호매실휴먼시아4단지아파트,2018-06-01,,,,37.2743703,126.9442836,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-54,금곡동딜라이트타워앞(금곡동 1114-2),,경기도 수원시 권선구 금곡동 1114-2,2019-07-19,,,,37.2743933,126.9536387,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,금곡동,권선-55,금곡로원형교차로(모아미래도1단지상가앞),,경기도 수원시 권선구 금곡동 1077-2,2019-07-19,,,,37.274304,126.939124,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,화서2동,팔달-39,율현초교삼거리(율현초교 쪽),,경기도 수원시 팔달구 화서동 731,2019-07-19,,,,37.2865832,126.9821367,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,화서2동,팔달-42,고양삼거리(화서동 357-5 쪽),경기도 수원시 팔달구 수성로 192,경기도 수원시 팔달구 화서동 357-5번지,2019-07-19,,,,37.2873069,126.9939474,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,화서2동,팔달-44,"율현초교삼거리(황새말공원 쪽, 흰색)",,경기도 수원시 팔달구 화서동 731,2019-07-19,,,,37.2863299,126.9820757,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,화서2동,팔달-50,수원화서동문굿모닝힐아파트정문앞횡단보도(화서동 279-4 맞은편),경기도 수원시 팔달구 화양로67번길 3,경기도 수원시 팔달구 화서동 279-4번지,2019-07-19,,,,37.2840347,126.9957275,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,화서2동,팔달-51,화홍초등학교 정문,경기도 수원시 팔달구 수성로258번길 70,경기도 수원시 팔달구 화서동 7-1번지,2019-07-19,,,,37.2870167,127.0041949,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,화서2동,팔달-59,화양초교 후문(화서동 277-6),,경기도 수원시 팔달구 화서동 277-6,2019-07-19,,,,37.2837047,126.9950566,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,곡선동,권선-123,상고렴사거리 북동방향,,경기도 수원시 권선구 곡반정동 528,2021-06-17,,,,37.2432448,127.0307801,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,원천동,영통-108,한국자산관리공사 남쪽 사거리(한국자산관리공사 쪽),경기도 수원시 영통구 월드컵로150번길 33,경기도 수원시 영통구 원천동 567번지,2019-07-19,,,,37.2783101,127.0497432,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-117,사색공원 앞,,경기도 수원시 영통구 원천동 625,2020-05-14,,,,37.2735483,127.0592696,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-118,광교아이파크아파트 앞,,경기도 수원시 영통구 원천동 625,2020-05-14,,,,37.2733872,127.0597033,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-122,어뮤즈스파 앞,,경기도 수원시 영통구 원천동 625-4,2020-07-08,,,,37.2847344,127.0563835,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-130,아주대정문삼거리 교통섬(아주대학교 방면),경기도 수원시 영통구 월드컵로 206,경기도 수원시 영통구 원천동 산5-1번지,2021-04-30,,,,37.2800519,127.0435046,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-25,난방공사교차로(블루핸즈 쪽 교통섬),경기도 수원시 영통구 매영로 261,경기도 수원시 영통구 영통동 59번지,2018-05-01,,,,37.2575472,127.0658088,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-27,느티나무사거리(단오어린이공원 쪽),,경기도 수원시 영통구 영통동 1047-3,2018-05-01,,,,37.2558534,127.0760441,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-29,황곡초교삼거리(황곡초 쪽),경기도 수원시 영통구 영통로 518,경기도 수원시 영통구 영통동 948-3번지,2018-09-01,,,,37.2647772,127.0778736,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-30,황골사거리(신한은행 쪽),"경기도 수원시 영통구 봉영로1744번길 11   (영통동, 벽산.풍림아파트)",경기도 수원시 영통구 영통동 1053-2번지 벽산.풍림아파트,2018-09-01,,,,37.2647714,127.0825443,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,지동,팔달-22,동수원사거리(북서쪽),경기도 수원시 팔달구 경수대로 593,경기도 수원시 팔달구 지동 483-2번지,2018-09-01,,,,37.2784164,127.0306263,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,지동,팔달-38,못골사거리,경기도 수원시 팔달구 경수대로 665,경기도 수원시 팔달구 지동 472-14번지,2018-08-01,,,,37.284864,127.027818,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,지동,팔달-40,못골사거리교통섬,경기도 수원시 팔달구 경수대로 665,경기도 수원시 팔달구 지동 472-14번지,2019-07-19,,,,37.2847134,127.0278225,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,지동,팔달-64,성빈센트병원,경기도 수원시 팔달구 중부대로 93,경기도 수원시 팔달구 지동 93-6번지,2019-10-30,,,,37.2776448,127.0280314,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,지동,팔달-65,성빈센트병원 후문 입구,경기도 수원시 팔달구 중부대로 93,경기도 수원시 팔달구 지동 93-6,2021-06-17,,,,37.2776712,127.028022,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-18,경기도여권민원실 앞 횡단보도,경기도 수원시 팔달구 월드컵로 336,경기도 수원시 팔달구 우만동 228번지,2018-07-01,,,,37.2878635,127.033178,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-20,창룡문사거리,경기도 수원시 팔달구 경수대로 722,경기도 수원시 팔달구 우만동 598-19번지,2018-09-01,,,,37.2895229,127.0254162,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-47,보은삼거리 교통섬,경기도 수원시 팔달구 월드컵로 365,경기도 수원시 팔달구 우만동 479-13번지,2019-07-19,,,,37.2900658,127.0309953,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-48,월드컵경기장중앙광장앞건널목,경기도 수원시 팔달구 월드컵로 319-1,경기도 수원시 팔달구 우만동 518번지,2019-07-19,,,,37.2869036,127.0341651,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-55,선수촌삼거리교통섬,,경기도 수원시 팔달구 우만동 259,2019-07-19,,,,37.2910398,127.0334219,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-57,우만초교사거리(우만동 300-5 쪽),경기도 수원시 팔달구 창룡대로210번길 12,경기도 수원시 팔달구 우만동 300-5번지,2019-07-19,,,,37.2923603,127.0329298,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,우만1동,팔달-78,동성중학교 건너편,,경기도 수원시 팔달구 우만동 201-5,2021-06-17,,,,37.2852792,127.0357748,,,경기도 수원시 팔달구청 건설과,031-228-7491,2022-04-12
,수원시,망포1동,영통-113,숲속 부엉이 어린이 공원 앞,,경기도 수원시 영통구 망포동 711,2020-05-14,,,,37.2410121,127.0652541,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포1동,영통-114,대선초등학교 앞,,경기도 수원시 영통구 망포동 458-3,2020-05-14,,,,37.2410235,127.0639774,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포2동,영통-48,"망포동, 영통아이파크캐슬2단지 201동 앞","경기도 수원시 영통구 덕영대로 1400   (망포동, 영통아이파크캐슬2단지)",경기도 수원시 영통구 망포동 760번지 영통아이파크캐슬2단지,2021-06-15,,,,37.2445732,127.0440687,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포2동,영통-64,망포초 앞 사거리(망포초 쪽 교통섬),경기도 수원시 영통구 동탄지성로 550-10,경기도 수원시 영통구 망포동 750번지,2019-07-19,,,,37.241099,127.0467108,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,망포2동,영통-66,신동사거리(아이파크캐슬 쪽 교통섬),,경기도 수원시 영통구 망포동 38-3,2019-07-19,,,,37.2450269,127.0469736,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-85,청명고삼거리(청명중방향),경기도 수원시 영통구 청명북로 118,경기도 수원시 영통구 영통동 955-3번지,2019-07-19,,,,37.2616225,127.0771633,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통1동,영통-141,느티나무사거리 일원,,경기도 수원시 영통구 영통동 1057-2,2021-09-17,,,,37.2563131,127.0753018,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통2동,영통-32,망포역삼거리(트레이더스 쪽),경기도 수원시 영통구 삼성로 2,경기도 수원시 영통구 신동 941번지,2018-05-01,,,,37.2457628,127.0500582,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통2동,영통-33,망포역사거리(3번출구 쪽),경기도 수원시 영통구 영통로 195,경기도 수원시 영통구 망포동 322-3번지,2018-05-01,,,,37.2454446,127.0564402,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,영통2동,영통-34,망포역사거리(6번출구 쪽),경기도 수원시 영통구 덕영대로 1521,경기도 수원시 영통구 영통동 976-1번지,2018-07-01,,,,37.2461276,127.0572199,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-20,법원사거리(신라갈비 앞),경기도 수원시 영통구 동수원로 538,경기도 수원시 영통구 원천동 89-7번지,2018-05-01,,,,37.2736243,127.0489504,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-21,원천동 행정복지센터 건너편(원천119앞),경기도 수원시 영통구 중부대로 349,경기도 수원시 영통구 원천동 609번지,2018-05-01,,,,37.2731298,127.0538261,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-22,가람마을사거리(법원지하차도 전기실 쪽),경기도 수원시 영통구 월드컵로 128,경기도 수원시 영통구 원천동 579-4번지,2018-05-01,,,,37.2757446,127.0510845,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-23,아주대정문삼거리(아주대어학원 쪽),경기도 수원시 영통구 월드컵로 199,경기도 수원시 영통구 원천동 13-4번지,2018-05-01,,,,37.2794236,127.0439678,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-24,광교호반베르디움 1005동 쪽,,경기도 수원시 영통구 원천동 606-1,2018-10-01,,,,37.2731551,127.0591159,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-75,나촌말삼거리교통섬,경기도 수원시 영통구 중부대로447번길 9,경기도 수원시 영통구 원천동 600-5번지,2019-07-19,,,,37.2689785,127.0638313,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-77,원천교사거리(광교더샵 101동 앞),"경기도 수원시 영통구 광교호수로 15   (원천동, 광교더샵)",경기도 수원시 영통구 원천동 604번지 광교더샵,2019-07-19,,,,37.2704026,127.0610554,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,원천동,영통-107,원천교사거리(홈플러스 쪽),,경기도 수원시 영통구 원천동 598,2019-07-19,,,,37.2702083,127.0616454,,,경기도 수원시 영통구청 건설과,031-228-8461,2022-04-12
,수원시,세류1동,권선-107,208동쪽 사거리 세류1동행정복지센터 방향,,경기도 수원시 권선구 세류동 1270-1,2021-06-17,,,,37.2620925,127.0076391,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류1동,권선-135,세평삼거리 북방향,,경기도 수원시 권선구 세류동 195-4,2021-08-19,,,,37.2616891,127.0038182,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류1동,권선-137,동립말사거리 북동방향,,경기도 수원시 권선구 세류동 228-5,2021-08-19,,,,37.2637923,127.0080439,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류1동,권선-138,동립말사거리 남동방향,경기도 수원시 권선구 권선로 518,경기도 수원시 권선구 세류동 227-7번지,2021-08-19,,,,37.2634404,127.0079316,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류1동,권선-139,삼거리 세류동성당(남서)방향,,경기도 수원시 권선구 세류동 1276,2021-08-19,,,,37.2619557,127.0065767,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류2동,권선-01,세류역 앞,경기도 수원시 권선구 정조로 387,경기도 수원시 권선구 장지동 44-2번지,2018-06-01,,,,37.244141,127.0144052,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류2동,권선-33,터미널사거리(북서쪽),경기도 수원시 권선구 경수대로 270,경기도 수원시 권선구 권선동 1189번지,2018-06-01,,,,37.250303,127.0184665,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류2동,권선-34,터미널사거리(남서쪽),경기도 수원시 권선구 경수대로 270,경기도 수원시 권선구 권선동 1189번지,2018-06-01,,,,37.2498032,127.0181389,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류2동,권선-46,세류사거리(세류동 543-3 쪽),경기도 수원시 권선구 덕영대로 1085,경기도 수원시 권선구 세류동 543-3번지,2019-07-19,,,,37.2542789,127.0110641,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
,수원시,세류2동,권선-47,세류사거리(세류동 998-3),경기도 수원시 권선구 덕영대로 1094,경기도 수원시 권선구 세류동 998-3번지,2019-07-19,,,,37.2535065,127.011412,,,경기도 수원시 권선구청 건설과,031-228-6487,2022-04-12
